Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/10  19:00:00,130.412058803,6.44670276376,2.8677353097,0.0,80.527626,29.818365,26.875312844,17.9039088468,3.20568,5.76572399728
 03/10  20:00:00,129.784753336,6.44637968467,2.24789066299,0.0,80.527626,29.818365,28.3915232991,19.4127973093,3.20568,5.77304598973
 03/10  21:00:00,130.646242815,6.44637968467,3.10558007378,0.0,80.527626,29.818365,27.651557603,18.6761164255,3.20568,5.76976117748
 03/10  22:00:00,55.5770857965,0.0,0.0,0.0,15.863942322,29.242365,8.9755750357,0.0,3.20568,5.7698950357
 03/10  23:00:00,55.6061697557,0.0,0.0,0.0,15.863942322,29.242365,6.09416613313,0.0,3.20568,2.88848613313
 03/10  24:00:00,56.327187718,0.0,0.0,0.0,15.863942322,29.242365,6.09199984439,0.0,3.20568,2.88631984439
 03/11  01:00:00,55.614469182,0.0,0.0,0.0,15.863942322,29.242365,6.08807037625,0.0,3.20568,2.88239037625
 03/11  02:00:00,55.6138476329,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  03:00:00,55.6110256693,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  04:00:00,55.6032296164,0.0,0.0,0.0,15.863942322,29.242365,6.08803322712,0.0,3.20568,2.88235322712
 03/11  05:00:00,55.8234593302,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  06:00:00,55.7948255201,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  07:00:00,48.660193757,0.0,0.0,0.0,15.863942322,29.242365,6.08812949956,0.0,3.20568,2.88244949956
 03/11  08:00:00,47.1881303992,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  09:00:00,47.222286168,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  10:00:00,47.2669061697,0.0,0.0,0.0,15.863942322,29.242365,6.08949231247,0.0,3.20568,2.88381231247
 03/11  11:00:00,47.2747050733,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  12:00:00,47.9394310942,0.0,0.0,0.0,15.863942322,29.242365,6.08937809273,0.0,3.20568,2.88369809273
 03/11  13:00:00,47.2522563313,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  14:00:00,47.2891348739,0.0,0.0,0.0,15.863942322,29.242365,6.08812942397,0.0,3.20568,2.88244942397
 03/11  15:00:00,47.302814261,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  16:00:00,47.2947633765,0.0,0.0,0.0,15.863942322,29.242365,6.0880921259,0.0,3.20568,2.8824121259
 03/11  17:00:00,47.19299876,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  18:00:00,48.6061474587,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  19:00:00,55.7399414393,0.0,0.0,0.0,15.863942322,29.242365,6.08805480678,0.0,3.20568,2.88237480678
 03/11  20:00:00,55.9787888639,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  21:00:00,55.9551759834,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  22:00:00,55.8079037668,0.0,0.0,0.0,15.863942322,29.242365,6.08815094043,0.0,3.20568,2.88247094043
 03/11  23:00:00,55.625105559,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/11  24:00:00,56.2984955669,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/12  01:00:00,55.6030620508,0.0,0.0,0.0,15.863942322,29.242365,6.08811293519,0.0,3.20568,2.88243293519
 03/12  02:00:00,55.5986998825,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/12  03:00:00,55.5947077829,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/12  04:00:00,55.8208953198,0.0,0.0,0.0,15.863942322,29.242365,6.08807452681,0.0,3.20568,2.88239452681
 03/12  05:00:00,55.8101211467,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/12  06:00:00,55.8234069914,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
