Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/04  05:00:00,49.8229746364,6.08127413914,8.72947849443,0.0,12.1011305571,15.3678112995,5.77090875073,0.0,0.0,5.77090875073
 08/04  06:00:00,76.5295962692,6.65910941824,12.866343981,0.0,19.7275818095,37.2640762949,11.5648073765,0.0,0.0,11.5648073765
 08/04  07:00:00,99.3482541833,7.10344242307,16.6368451507,0.0,24.3117294858,51.2795993405,11.5994553423,0.0,0.0,11.5994553423
 08/04  08:00:00,87.8525479878,6.64833849955,16.8709165708,0.0,23.6694662846,40.6342015617,23.3932514839,0.0,0.0,23.3932514839
 08/04  09:00:00,88.9439638963,6.69931186415,22.9184656892,0.0,23.6694662846,35.6302164847,35.5315133305,0.0,18.025,17.5065133305
 08/04  10:00:00,71.2332430918,6.56053302502,22.9430696283,0.0,18.7433767983,22.9618409725,35.5087901773,0.0,18.025,17.4837901773
 08/04  11:00:00,71.6238281152,6.6230241538,23.2732428407,0.0,18.7433767983,22.9618409725,35.481495659,0.0,18.025,17.456495659
 08/04  12:00:00,71.456498629,6.68853861345,22.9969490512,0.0,18.5889407304,23.1597249699,35.4771220013,0.0,18.025,17.4521220013
 08/04  13:00:00,71.8504602516,6.73563304373,23.0973162272,0.0,18.7433767983,23.2517909448,35.4793104466,0.0,18.025,17.4543104466
 08/04  14:00:00,72.2799402482,6.76449920353,23.4979303971,0.0,18.7433767983,23.2517909448,35.4780468792,0.0,18.025,17.4530468792
 08/04  15:00:00,71.4349570481,6.7661966388,22.9411991981,0.0,18.7433767983,22.9618409725,35.4767946904,0.0,18.025,17.4517946904
 08/04  16:00:00,73.8195613941,6.76565086291,20.8750504497,0.0,18.7433767983,27.431320555,23.7828864067,0.0,18.025,5.75788640668
 08/04  17:00:00,83.6815314688,6.98729811529,18.3272951408,0.0,17.6635504202,40.6971502883,0.02,0.0,0.0,0.02
