Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/16  17:00:00,293.46032769,2.9624941383,200.826455882,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  18:00:00,296.477616844,3.11365143233,203.582881929,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  19:00:00,147.559142975,0.899868399727,58.2807280524,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  20:00:00,105.501402539,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  21:00:00,105.213049504,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  22:00:00,104.851004188,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  23:00:00,105.678681221,0.0,0.0,0.0,43.513341876,39.243024,13.4434733831,0.0,4.83426,8.60921338306
 07/16  24:00:00,104.827614082,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  01:00:00,104.827097468,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  02:00:00,104.836535707,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  03:00:00,104.831515448,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  04:00:00,105.305080908,0.0,0.0,0.0,43.513341876,39.243024,13.4487860634,0.0,4.83426,8.61452606337
 07/17  05:00:00,102.260440426,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  06:00:00,400.235005663,70.099553623,239.03410963,0.0,43.513341876,39.942024,4.88488060535,0.0306206053548,4.83426,0.02
 07/17  07:00:00,448.930546278,70.099553623,287.338758817,0.0,43.513341876,39.942024,44.9645196275,40.1102596275,4.83426,0.02
 07/17  08:00:00,627.242188636,70.233347215,340.72307045,0.0,122.71106,84.617158233,41.5162253919,0.0,24.1713,17.3449253919
 07/17  09:00:00,650.365740617,70.507861604,362.365917701,0.0,122.71106,84.617158233,24.1913,0.0,24.1713,0.02
 07/17  10:00:00,666.665940216,70.9009629405,373.445285683,0.0,122.71106,88.818015033,44.9026745528,0.0,36.25695,8.64572455279
 07/17  11:00:00,669.574143157,71.4166835284,375.186873711,0.0,122.71106,88.818015033,44.9026143673,0.0,36.25695,8.64566436726
 07/17  12:00:00,681.404457848,72.1067996066,386.972604936,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/17  13:00:00,679.31060323,72.7882264782,388.274309027,0.0,122.71106,84.617158233,32.8313314383,0.0144263573925,24.1713,8.6456050809
 07/17  14:00:00,683.110277623,73.6275775029,391.61484492,0.0,122.71106,84.617158233,32.8168461944,0.0,24.1713,8.64554619442
 07/17  15:00:00,679.085692857,74.5844575938,393.470995865,0.0,122.71106,78.0003075165,4.85426,0.0,4.83426,0.02
 07/17  16:00:00,660.140797521,75.026222606,379.085173593,0.0,122.71106,73.183824,13.4617591078,0.0,4.83426,8.62749910784
 07/17  17:00:00,623.626987614,73.6079257225,377.568980188,0.0,122.71106,39.942024,4.85426,0.0,4.83426,0.02
 07/17  18:00:00,599.509250661,70.099553623,357.626722614,0.0,122.71106,39.942024,13.4854404217,0.0,4.83426,8.65118042169
 07/17  19:00:00,595.962670439,70.099553623,353.763123029,0.0,122.71106,39.942024,13.5008216794,0.0,4.83426,8.66656167939
 07/17  20:00:00,512.857135692,70.099553623,332.445869927,0.0,43.513341876,39.942024,13.4930442688,0.0,4.83426,8.65878426882
 07/17  21:00:00,105.187946592,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  22:00:00,104.870111153,0.0,0.0,0.0,43.513341876,39.243024,13.4670992921,0.0,4.83426,8.63283929213
 07/17  23:00:00,105.749535922,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  24:00:00,104.864559728,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
