Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/31  18:00:00,265.53030353,20.0892486702,0.883308198323,0.0,41.9242800987,36.8599292233,12.7112147842,2.20636268052,9.34,1.16485210369
 05/31  19:00:00,252.002146952,20.0892486702,0.0955213136978,0.0,41.9242800987,36.8599292233,36.6067537262,27.2467537262,9.34,0.02
 05/31  20:00:00,230.901503482,20.0892486702,0.0256558141894,0.0,34.9369000822,32.3179380704,57.361537019,48.0242906525,8.1725,1.16474636658
 05/31  21:00:00,164.425456607,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,26.8233984918,20.9889084579,4.67,1.16449003391
 05/31  22:00:00,114.990471128,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/31  23:00:00,146.662000092,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/31  24:00:00,121.199452521,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924078822,0.0,2.335,1.16424078822
 06/01  01:00:00,111.400197052,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/01  02:00:00,110.67408224,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/01  03:00:00,110.213844961,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/01  04:00:00,116.973729813,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992440098,0.0,2.335,1.1642440098
 06/01  05:00:00,112.577384427,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/01  06:00:00,146.879245389,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,85.8768212696,81.1868212696,4.67,0.02
 06/01  07:00:00,164.558814727,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,104.29903083,98.4646189925,4.67,1.16441183748
 06/01  08:00:00,241.23519964,20.0892486702,0.00279732112242,0.0,34.9369000822,32.3179380704,83.502996268,75.310496268,8.1725,0.02
 06/01  09:00:00,270.751793924,20.0892486702,0.0129551731715,0.0,62.886420148,41.4019203762,61.6522584176,49.9801406613,10.5075,1.16461775629
 06/01  10:00:00,264.478865609,20.0892486702,0.00251983451538,0.0,62.886420148,41.4019203762,50.5130773895,38.8407389324,10.5075,1.16483845707
 06/01  11:00:00,289.713180569,20.0892486702,0.107241162954,0.0,62.886420148,41.4019203762,31.17632487,19.5037740576,10.5075,1.16505081242
 06/01  12:00:00,278.210593503,20.0892486702,0.685260554938,0.0,62.886420148,41.4019203762,18.985833551,7.31315909268,10.5075,1.1651744583
 06/01  13:00:00,276.161120621,20.0892486702,0.985694393278,0.0,62.886420148,41.4019203762,12.9386991049,1.26599528498,10.5075,1.16520381988
 06/01  14:00:00,268.142848519,20.0892486702,0.905808318197,0.0,62.886420148,41.4019203762,11.6724609584,0.0,10.5075,1.16496095836
 06/01  15:00:00,262.917153845,20.0892486702,0.759125699093,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 06/01  16:00:00,263.269432671,20.0892486702,0.446516001192,0.0,62.886420148,41.4019203762,11.6724456083,0.0,10.5075,1.16494560835
 06/01  17:00:00,261.397009642,20.0892486702,0.150413795043,0.0,62.886420148,41.4019203762,19.8491418608,8.17682157564,10.5075,1.16482028514
 06/01  18:00:00,255.919089467,20.0892486702,0.0970716169113,0.0,41.9242800987,36.8599292233,33.2589677087,22.7541795475,9.34,1.1647881612
