Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/19  21:00:00,65.6713389955,12.0573842103,19.13051524,0.0,4.12243109448,15.9888894789,55.1740761594,43.6013928792,2.97173041782,8.60095286238
 08/19  22:00:00,85.9524352465,19.919307024,31.3578700283,0.0,4.12243109448,15.9888894789,83.2571874768,80.265457059,2.97173041782,0.02
 08/19  23:00:00,63.877153569,11.1176793556,18.2973480674,0.0,4.12243109448,15.9888894789,43.5559664755,40.5642360577,2.97173041782,0.02
 08/19  24:00:00,80.5355351813,18.463570741,27.4180196231,0.0,4.12243109448,15.9888894789,74.4602337366,71.4685033188,2.97173041782,0.02
 08/20  01:00:00,56.766143645,10.3237848506,14.041448348,0.0,2.06121554724,15.9888894789,44.2127336468,41.221003229,2.97173041782,0.02
 08/20  02:00:00,80.3657424383,19.0192968945,28.7537164071,0.0,2.06121554724,15.9888894789,76.423613311,73.4318828932,2.97173041782,0.02
 08/20  03:00:00,56.7008593108,10.3237848506,13.976164138,0.0,2.06121554724,15.9888894789,44.9866942309,41.9949638131,2.97173041782,0.02
 08/20  04:00:00,75.308468889,18.0666234885,24.6491163712,0.0,2.06121554724,15.9888894789,77.3516374522,74.3599070344,2.97173041782,0.02
 08/20  05:00:00,59.3542510229,10.4161428524,16.5585111352,0.0,2.06121554724,15.9888894789,42.184614918,39.1928845002,2.97173041782,0.02
 08/20  06:00:00,74.7476506658,21.5078851054,29.958450494,0.0,2.06121554724,15.9888894789,92.9335848981,89.9418544803,2.97173041782,0.02
 08/20  07:00:00,65.4861372463,18.3971498418,28.6125716757,0.0,2.06121554724,15.9888894789,75.6457640227,72.6540336049,2.97173041782,0.02
 08/20  08:00:00,103.866536574,22.5664111121,34.9085907772,0.0,4.12243109448,41.7362269337,90.3057569549,85.3328729252,4.9528840297,0.02
 08/20  09:00:00,95.3706735826,18.1589814903,30.9267233996,0.0,4.12243109448,41.7362269337,71.3126776397,66.33979361,4.9528840297,0.02
 08/20  10:00:00,108.201362704,22.6590321376,39.1507959086,0.0,4.12243109448,41.7362269337,85.8357017637,80.862817734,4.9528840297,0.02
 08/20  11:00:00,98.6766541806,18.7940970943,33.5975884096,0.0,4.12243109448,41.7362269337,69.3355016093,64.3626175796,4.9528840297,0.02
 08/20  12:00:00,110.02306834,23.0956741154,40.5358595726,0.0,4.12243109448,41.7362269337,84.1758425319,79.2029585022,4.9528840297,0.02
 08/20  13:00:00,96.1597980927,18.2383709408,31.6364584714,0.0,4.12243109448,41.7362269337,68.0073886312,63.0345046015,4.9528840297,0.02
 08/20  14:00:00,111.788948559,23.2544530164,42.142960877,0.0,4.12243109448,41.7362269337,82.1258463187,77.1529622891,4.9528840297,0.02
 08/20  15:00:00,97.5282003301,18.4765392923,32.7666923358,0.0,4.12243109448,41.7362269337,66.7668835534,61.7939995237,4.9528840297,0.02
 08/20  16:00:00,93.213633736,23.3338424669,40.3459488821,0.0,4.12243109448,24.8785346261,83.5960657849,78.6231817552,4.9528840297,0.02
 08/20  17:00:00,62.3938290764,16.6765190334,27.2835206963,0.0,2.06121554724,15.9888894789,65.5202884179,62.5285580001,2.97173041782,0.02
 08/20  18:00:00,64.9653715184,18.1986762156,28.2902795417,0.0,2.06121554724,15.9888894789,76.819147449,73.8274170312,2.97173041782,0.02
 08/20  19:00:00,66.7323701669,15.8162036292,25.4561903348,0.0,2.06121554724,15.9888894789,67.2938496351,64.3021192172,2.97173041782,0.02
 08/20  20:00:00,75.5675715832,16.6765190334,26.3622631211,0.0,2.06121554724,15.9888894789,69.9993176987,67.0075872809,2.97173041782,0.02
 08/20  21:00:00,65.2169905876,13.7650464675,18.9657810483,0.0,2.06121554724,15.9888894789,62.0016450032,59.0099145853,2.97173041782,0.02
 08/20  22:00:00,72.500126282,15.6574247282,24.3352252503,0.0,2.06121554724,15.9888894789,65.4018674631,62.4101370452,2.97173041782,0.02
 08/20  23:00:00,67.1819769848,14.1619937199,20.5338201174,0.0,2.06121554724,15.9888894789,62.4553374977,59.4636070799,2.97173041782,0.02
 08/20  24:00:00,71.7003688374,15.4192563767,23.7736360764,0.0,2.06121554724,15.9888894789,65.7449320693,62.7532016515,2.97173041782,0.02
 08/21  01:00:00,69.8839134598,14.1619937199,21.1745409498,0.0,4.12243109448,15.9888894789,62.1709061988,59.179175781,2.97173041782,0.02
 08/21  02:00:00,73.8616199671,15.4192563767,23.8736715916,0.0,4.12243109448,15.9888894789,73.8623881356,62.2889270867,2.97173041782,8.60173063112
 08/21  03:00:00,69.500007841,14.1619937199,20.7906353989,0.0,4.12243109448,15.9888894789,62.2201875713,59.2284571534,2.97173041782,0.02
 08/21  04:00:00,123.0334002,27.5957247627,43.394564488,0.0,12.3672932834,24.9413748627,107.448165197,102.475281167,4.9528840297,0.02
 08/21  05:00:00,131.532507182,27.4586810368,45.0756299948,6.95508527093,12.3672932834,24.9413748627,176.162057896,171.189173866,4.9528840297,0.02
 08/21  06:00:00,182.274251117,28.298611388,48.9275314059,4.25618316711,24.7345865669,70.7195625826,141.632621031,131.706852972,9.90576805939,0.02
 08/21  07:00:00,211.894045867,28.5170574744,51.3355560089,1.9056278693,37.1018798503,92.3937384068,119.268109237,109.342341177,9.90576805939,0.02
 08/21  08:00:00,225.999610355,28.6327913496,53.8950037645,1.29290328483,37.1018798503,104.434947198,106.201127796,96.2753597366,9.90576805939,0.02
